iter	Accuracy	MultiClass
881	0.9547753824	0.1413193493
882	0.9547753824	0.1412176442
883	0.9548958208	0.1411386065
884	0.9548958208	0.1410947655
885	0.9551366976	0.1410059754
886	0.9551366976	0.1409476958
887	0.9550162592	0.1408642705
888	0.9550764784	0.1408312994
889	0.9550162592	0.1407759765
890	0.9551366976	0.1406829402
891	0.9551969168	0.1405965747
892	0.9553173552	0.1405078305
893	0.9553775744	0.1404587045
894	0.9553775744	0.1404135725
895	0.9553775744	0.1403404907
896	0.9553173552	0.1402869499
897	0.9551969168	0.1402165359
898	0.9551366976	0.1401462302
899	0.955257136	0.1400639512
900	0.9554980128	0.1399559802
901	0.9554980128	0.1399078651
902	0.9553775744	0.1398669755
903	0.955558232	0.1397786208
904	0.9554377936	0.1397241926
905	0.9553775744	0.1396481348
906	0.9551969168	0.1395493889
907	0.9553173552	0.13948075
908	0.9553775744	0.139408171
909	0.9554377936	0.1393108954
910	0.9557991088	0.1392594702
911	0.9556786704	0.1392134548
912	0.9559195472	0.1391348014
913	0.9557991088	0.1390341917
914	0.9560399855	0.1389231076
915	0.9563410815	0.1388501067
916	0.9563410815	0.1388010786
917	0.9564013007	0.1387314068
918	0.9562808623	0.1386771457
919	0.9563410815	0.1386226814
920	0.9562808623	0.1385876013
921	0.9565217391	0.1385353391
922	0.9564013007	0.1384444809
923	0.9562206431	0.1383578794
924	0.9564615199	0.1382637574
925	0.9563410815	0.1382089357
926	0.9565217391	0.1381598144
927	0.9564615199	0.1380756968
928	0.9564615199	0.1379307717
929	0.9565217391	0.1378502955
930	0.9566421775	0.1376964967
931	0.9567023967	0.1376423296
932	0.9566421775	0.1375924565
933	0.9568228351	0.1374919864
934	0.9568228351	0.137461328
935	0.9569432735	0.1373926825
936	0.9568830543	0.1373077721
937	0.9571239311	0.1372586343
938	0.9568830543	0.1370937845
939	0.9570034927	0.1370218644
940	0.9572443695	0.136910082
941	0.9571841503	0.1368380443
942	0.9571841503	0.136717639
943	0.9573648079	0.1366526632
944	0.9574250271	0.1365911591
945	0.9571841503	0.1365274476
946	0.9574250271	0.1364681626
947	0.9575454655	0.1364358223
948	0.9576659039	0.1363266731
949	0.9574852463	0.1362614468
950	0.9575454655	0.1361648961
951	0.9576056847	0.1360905056
952	0.9577261231	0.1360369914
953	0.9577261231	0.1359648186
954	0.9576056847	0.1359132218
955	0.9578465615	0.1358233595
956	0.9577863423	0.1357726045
957	0.9580272191	0.1356911416
958	0.9578465615	0.1356263019
959	0.9579669999	0.1355296033
960	0.9581476575	0.1354761714
961	0.9582078767	0.1354151118
962	0.9582078767	0.1352950914
963	0.9583283151	0.1352502611
964	0.9582680959	0.1351977967
965	0.9583283151	0.1351710395
966	0.9582680959	0.1351217105
967	0.9583283151	0.1350713589
968	0.9582680959	0.1350076946
969	0.9582680959	0.1349077804
970	0.9584487535	0.1347943758
971	0.9582680959	0.1347066366
972	0.9584487535	0.1346076049
973	0.9583885343	0.1345325825
974	0.9584487535	0.1344228289
975	0.9585691919	0.1343645632
976	0.9588100686	0.1343035537
977	0.9588702878	0.1342384499
978	0.9588100686	0.1342010686
979	0.9588702878	0.1341325471
980	0.958930507	0.1340806015
981	0.9589907262	0.1340061593
982	0.9588100686	0.1339430478
983	0.9586896303	0.1338345464
984	0.9586896303	0.1337480677
985	0.9588702878	0.1336884227
986	0.9589907262	0.1336498829
987	0.9589907262	0.1335108114
988	0.9589907262	0.1334315163
989	0.9589907262	0.1333725824
990	0.9589907262	0.1333354276
991	0.9591111646	0.1332440832
992	0.9592918222	0.1330856105
993	0.9592918222	0.1330501194
994	0.9592918222	0.1329767585
995	0.9593520414	0.1329134958
996	0.959231603	0.1328526757
997	0.9592918222	0.1327707048
998	0.9591713838	0.1326851967
999	0.9591111646	0.1326579374
